major_category	major_preprocessed	major_original	Realistic	Investigative	Artistic	Social	Enterprising	Conventional
	nil	NIL	0.0	0.09375	0.75	0.46875	0.3125	0.09375
	child develop	Child development 	0.0	0.0625	0.0	0.65625	0.03125	0.1875
	medic product design	medical product design	0.34375	0.6875	0.625	0.71875	0.59375	0.125
	comput	Computer	0.4375	0.75	0.21875	0.40625	0.59375	0.75
	design	Design	0.09375	0.5625	0.71875	0.65625	0.28125	0.1875
	classic	Classics	0.0625	0.71875	0.75	0.71875	0.3125	0.3125
	theatr	theatre	0.3125	0.53125	0.53125	0.75	0.25	0.4375
	medic	medical	0.5	0.65625	0.46875	0.71875	0.25	0.59375
	kinesiolog	Kinesiology	0.09375	0.46875	0.5	0.6875	0.09375	0.0
	medic doctor	medical doctor 	0.28125	0.625	0.125	0.59375	0.34375	0.59375
	inform technolog	Information Technology	0.4375	0.28125	0.3125	0.78125	0.59375	0.5
	phisic tharapi	phisical tharapy 	0.3125	0.6875	0.4375	0.46875	0.09375	0.0625
	vocal product	Vocal production 	0.34375	0.5	0.625	0.75	0.375	0.5
	child develop	child development	0.28125	0.65625	0.15625	0.78125	0.25	0.375
	radio broadcast	Radio broadcasting	0.21875	0.5	0.71875	0.53125	0.40625	0.34375
	direito	direito	0.125	0.6875	0.5625	1.0	0.125	0.0625
	industri design	Industrial Design	0.375	0.71875	0.5625	0.40625	0.03125	0.09375
	veterinarian assist	Veterinarian Assistant 	0.15625	0.71875	0.3125	0.59375	0.78125	0.21875
	cosmetolog	cosmetology	0.34375	0.25	0.4375	0.125	0.5625	0.5
	addict	Addiction Studies	0.0	0.5625	0.5625	0.78125	0.21875	0.09375
	film	Film	0.28125	0.3125	0.71875	0.28125	0.59375	0.4375
	paramed	Paramedic	0.1875	0.625	0.53125	0.5625	0.46875	0.21875
	mechan	Mechanical 	0.5	0.625	0.46875	0.65625	0.15625	0.0625
	tourism	tourism	0.125	0.0	0.03125	0.125	0.1875	0.0625
	hca	HCA	0.21875	0.21875	0.15625	0.78125	0.625	0.84375
	thech	thech	0.59375	0.59375	0.59375	0.6875	0.625	0.71875
	languag	Languages	0.375	0.65625	0.3125	0.5	0.625	0.78125
	labor relat	Labor Relations 	0.0	0.125	0.34375	0.5625	0.46875	0.0625
	food technolog	Food Technology	0.59375	0.53125	0.53125	0.5625	0.625	0.6875
	mis	mis	0.0625	0.21875	0.125	0.28125	0.34375	0.15625
	design	Design	0.03125	0.40625	0.5625	0.5	0.46875	0.375
	psyc	Psyc	0.28125	0.65625	0.46875	0.53125	0.125	0.34375
	inform technolog	IT	0.59375	0.625	0.40625	0.3125	0.65625	0.59375
	luxuri	Luxury	0.0625	0.375	0.46875	0.46875	0.53125	0.25
	kineseolog	Kineseology	0.15625	0.78125	0.59375	0.5625	0.1875	0.15625
	languag	languages	0.09375	0.21875	0.40625	0.25	0.1875	0.1875
	textil	Textiles	0.1875	0.125	0.46875	0.71875	0.8125	0.59375
	environment	Environmental studies	0.5625	0.6875	0.65625	0.40625	0.28125	0.65625
	medic	medical	0.21875	0.53125	0.5625	0.6875	0.53125	0.5
	inform technolog	I.T	0.34375	0.125	0.28125	0.4375	0.375	0.75
	inform technolog	iNFORMATION tECHNOLOGY	0.34375	0.0	0.0	0.4375	0.0625	0.9375
	ultrasound technolog	ultrasound tech 	0.75	0.1875	0.40625	0.40625	0.75	0.78125
	food scientist	food scientist	0.34375	0.875	0.78125	0.875	0.9375	0.875
	communiti develop	Community Development	0.0	0.09375	0.75	0.5	0.25	0.125
	na	na	0.84375	0.34375	0.25	0.5	0.5625	0.46875
	suppli chain	supply chain	0.5	0.5	0.5	0.6875	0.59375	0.53125
	nil	NIL	0.1875	0.125	0.125	0.8125	0.0625	0.8125
	film product	Film Production	0.0625	0.1875	0.5625	0.59375	0.15625	0.03125
	culinari	Associate Culinary	0.59375	0.8125	1.0	1.0	0.84375	0.625
	entrepreneurship tourism	Entrepreneurship and tourism	0.34375	0.4375	0.71875	0.96875	0.8125	0.6875
	hospit	Hospitality 	0.34375	0.46875	0.34375	0.625	0.375	0.40625
	na	na	0.46875	0.0	0.25	0.5	0.0	0.03125
	comput	computers	0.53125	0.09375	0.5	0.3125	0.375	0.4375
	medic imag	medical imaging	0.375	0.9375	0.4375	0.46875	0.25	0.25
	engen	engeneering	0.4375	0.375	0.375	0.71875	0.53125	0.15625
	nutrit	Nutrition	0.0	0.25	0.15625	0.46875	0.125	0.0
	teach	Teaching	0.15625	0.25	0.46875	0.625	0.4375	0.28125
	theatr	Theatre	0.21875	0.3125	0.75	0.6875	0.53125	0.5625
	war	War Studies	0.4375	0.78125	0.90625	0.34375	0.4375	0.15625
	invest	investments	0.1875	0.5625	0.3125	0.875	0.6875	0.6875
	medic student	Medical Student	0.625	0.75	0.65625	0.65625	0.59375	0.6875
	career councel	career counceling	0.0	0.09375	0.375	0.28125	0.1875	0.53125
	pharmaci	pharmacy	0.375	0.84375	0.65625	0.65625	0.4375	0.40625
	design	design	0.03125	0.5625	0.84375	0.5625	0.28125	0.03125
	mái tính	Máy tính	0.34375	0.03125	0.28125	0.125	0.375	0.53125
	ai	AI	0.125	0.375	0.3125	0.15625	0.0	0.15625
	level	A Levels	0.375	0.6875	0.3125	0.75	0.9375	0.5625
	somatolog	somatology	0.0	0.6875	0.03125	0.5	0.0625	0.09375
	environment current	Environmental Studies (Current)	0.21875	0.75	0.28125	0.46875	0.3125	0.34375
	dentist	dentist	0.0625	1.0	0.4375	0.84375	0.125	0.0
	compter	Compters	0.28125	0.53125	0.625	0.09375	0.125	0.09375
	comput	computers	0.15625	0.21875	0.5625	0.65625	0.625	0.5
	liber	Liberal Studies	0.0	0.28125	0.46875	0.25	0.0	0.09375
	inform technolog	Information Technology	0.3125	0.65625	0.53125	0.84375	0.21875	0.40625
	comput	Computing	0.28125	0.625	0.8125	0.28125	0.0	0.09375
	talent develop	Talent Development	0.0625	0.125	0.65625	0.6875	0.78125	0.46875
	undecid	Undecided	0.28125	0.21875	0.59375	0.4375	0.375	0.28125
	languag	language	0.28125	0.84375	0.53125	0.53125	0.1875	0.34375
	dental hygien	Dental Hygiene	0.0625	0.40625	0.90625	0.6875	0.15625	0.0
	tourism	tourism	0.4375	0.6875	0.46875	0.6875	0.71875	0.53125
	nutrit	Nutrition	0.0625	0.71875	0.59375	0.5625	0.46875	0.46875
	doctor	Doctor	0.65625	0.96875	0.625	0.8125	0.53125	0.75
	chemic depend	Chemical Dependency	0.3125	0.875	0.46875	0.9375	0.625	0.28125
	translat	Translations	0.125	0.46875	0.6875	0.59375	0.34375	0.03125
	kinesiolog	kinesiology	0.0	0.3125	0.03125	0.5	0.34375	0.03125
	comput inform technolog	Computer Information Technology	0.5625	0.375	0.4375	0.34375	0.1875	0.375
	cosmotolog	cosmotology	0.15625	0.21875	0.03125	0.4375	0.28125	0.6875
	literaci	Literacy 	0.40625	0.75	0.71875	0.46875	0.21875	0.1875
	nil	NIL	0.25	0.71875	0.84375	0.8125	0.5625	0.375
	radiolog	Radiology? 	0.0625	0.375	0.25	0.1875	0.09375	0.03125
	geo informat	Geo informatics	0.375	0.125	0.15625	0.3125	0.625	0.625
	adminstracao	adminstracao	0.59375	0.4375	0.25	0.78125	0.78125	0.78125
	cientista da computação	cientista da computação	0.15625	0.375	0.46875	0.75	0.1875	0.21875
	nutrit	Nutrition 	0.09375	0.71875	0.59375	0.5625	0.25	0.09375
	film	Film Studies	0.03125	0.0625	0.75	0.25	0.15625	0.03125
	santé	santé	0.25	0.34375	0.25	0.65625	0.3125	0.21875
	electron	Electronic	0.59375	0.28125	0.46875	0.9375	0.46875	0.65625
	medic	medical	0.40625	0.375	0.40625	0.5	0.65625	0.46875
	comput secur	Computer security 	0.875	1.0	0.875	0.5625	0.65625	0.3125
	electron	electronic	0.5	0.28125	0.375	0.75	0.21875	0.59375
	medic	medical	0.40625	0.65625	0.59375	0.65625	0.6875	0.5625
	xxxxx	Xxxxx	0.5	0.78125	0.0625	0.4375	0.46875	0.5
	languag	Languages	0.46875	0.8125	0.8125	0.5625	0.40625	0.46875
	design media	Design and Media	0.46875	0.75	0.59375	0.75	0.625	0.5625
	design	Design	0.125	0.5625	0.46875	0.59375	0.09375	0.0
	inform technolog	It	0.4375	0.0625	0.25	0.125	0.09375	0.125
	medic	Medical	0.625	0.96875	0.59375	0.75	0.3125	0.46875
	medic	Medical 	0.25	0.78125	0.625	0.4375	0.34375	0.0625
	specialist	specialist 	0.5625	0.71875	0.71875	0.625	0.53125	0.5
	specialist	specialist 	0.5	0.71875	0.78125	0.65625	0.53125	0.4375
	physio	Physio	0.09375	0.21875	0.1875	0.15625	0.03125	0.03125
	specialist	specialist 	0.5	0.75	0.6875	0.65625	0.40625	0.40625
	biomed	biomedical	0.46875	0.53125	0.21875	0.75	0.78125	0.4375
	aesthet cosmet	aesthetics and cosmetics	0.28125	0.625	0.65625	0.53125	0.34375	0.40625
	medic	medical	0.4375	1.0	0.875	1.0	0.65625	1.0
	interior design	interior design	0.4375	0.3125	0.6875	0.4375	0.15625	0.15625
	comput technolog	Computer Technology	0.46875	0.71875	0.0625	0.65625	0.5	0.8125
	medic	medical	0.5	0.8125	0.65625	0.78125	0.34375	0.3125
	psycot	Psycot	0.1875	0.40625	0.6875	1.0	0.625	0.25
	hospit	Hospitality	0.125	0.125	0.28125	0.28125	0.46875	0.5
	medic	medical	0.25	0.53125	0.1875	0.3125	0.5625	0.375
	theater	Theater	0.4375	0.6875	0.75	0.375	0.46875	0.59375
	comput	Computers	0.21875	0.0625	0.03125	0.46875	0.28125	0.5625
	buis	Buisness	0.09375	0.34375	0.46875	0.6875	0.375	0.5625
	theatr	Theatre 	0.375	0.3125	0.84375	0.5	0.5	0.53125
	pharmaci	Pharmacy	0.3125	0.78125	0.46875	0.21875	0.34375	0.125
	wmn sex	Gen, Wmn, Sex Studies	0.25	0.5	0.53125	0.5625	0.34375	0.5
	chef medic doctor	CHEF AND MEDICAL DOCTOR	0.09375	0.09375	0.84375	0.15625	0.9375	0.71875
	quantiti survey	Quantity surveying	0.78125	0.90625	0.90625	0.5625	0.5625	0.5625
	colledg lot learn	some colledge no degree lots of learning over	0.5	0.625	0.65625	0.40625	0.3125	0.1875
	psi	psy	0.5625	0.59375	0.53125	0.6875	0.6875	0.59375
	undecid	undecided	0.03125	0.125	0.09375	0.75	0.5625	0.28125
	inform technolog	Information Technology	0.59375	0.6875	0.46875	0.71875	0.34375	0.25
	cybersecur	Cybersecurity	0.5	0.78125	0.40625	0.4375	0.46875	0.46875
	ise	ise	0.28125	0.6875	0.75	0.6875	0.28125	0.0625
	theatr film	Theatre and Film	0.34375	0.625	0.6875	0.59375	0.21875	0.375
	inform technolog	IT	0.84375	0.59375	0.5625	0.84375	0.59375	0.8125
	uni	Not in uni	0.25	0.25	0.3125	0.25	0.5	0.25
	occup therapi	Occupational Therapy	0.03125	0.78125	0.5625	0.875	0.25	0.0
	forens	Forensics	0.0	0.625	0.375	0.8125	0.21875	0.21875
	medic laboratori technolog	Medical laboratory technology	0.15625	0.59375	0.34375	0.25	0.15625	0.5
	design	design	0.28125	0.0	0.09375	0.28125	0.8125	0.65625
	insur	insurance	0.0625	0.40625	0.3125	0.71875	0.09375	0.0625
	investig forens	Investigative Forensics	0.3125	0.84375	0.3125	0.875	0.78125	0.59375
	mytholog	Mythology	0.5	0.71875	0.84375	0.78125	0.0	0.0
	comput inform technolog	Computer Information Technology (Associates D	0.03125	0.03125	0.34375	0.4375	0.3125	0.25
	na	na	0.21875	0.28125	0.46875	0.8125	0.65625	0.46875
	technolog design	Technology and Design	0.1875	0.65625	0.9375	0.4375	0.21875	0.1875
	modern languag	Modern languages	0.25	0.84375	0.40625	0.75	0.40625	0.375
	cyber secur	Cyber Security	0.8125	0.6875	0.1875	0.40625	0.625	0.6875
	fiction write	Fiction Writing	0.28125	0.71875	0.625	0.3125	0.1875	0.125
	cyber secur	Cyber Security	0.40625	0.65625	0.65625	0.375	0.15625	0.40625
	humin	huminity	0.71875	0.4375	0.53125	0.59375	0.53125	0.6875
	cybersecur	cybersecurity	0.875	0.75	0.5	0.84375	0.9375	0.875
	arab	Arabic	0.15625	0.4375	0.75	0.9375	0.375	0.0625
	entreprenuership	Entreprenuership	0.53125	0.6875	0.78125	0.65625	0.65625	0.46875
	write	writing	0.0	0.4375	0.40625	0.40625	0.1875	0.78125
	theatr	Theatre 	0.125	0.09375	0.6875	0.46875	0.34375	0.03125
	entrepreneurship	Entrepreneurship	0.03125	0.375	0.75	0.625	0.21875	0.53125
	theater	Theater	0.0	0.59375	0.65625	0.9375	0.5625	0.3125
	nutritiion	nutritiion	0.65625	0.9375	1.0	0.875	0.65625	0.71875
	pharmaci	Pharmacy	0.09375	0.96875	0.875	0.875	0.5625	0.3125
	director	Director	0.15625	0.75	0.90625	0.625	0.5	0.46875
	comput	computer	0.59375	0.875	0.28125	0.5	0.40625	0.28125
	undecid	undecided	0.375	0.0625	0.21875	0.53125	0.625	0.90625
	publish creativ write	Publishing and Creative Writing	0.15625	0.1875	0.4375	0.28125	0.25	0.40625
	web develop	Web Developement	0.53125	0.6875	0.375	0.53125	0.34375	0.71875
	comput	Computing	0.40625	0.25	0.25	0.34375	0.34375	0.5
	piano perform	Piano Performance	0.0625	0.625	0.75	0.625	0.46875	0.3125
	project leadership	Project Leadership	0.0	0.40625	0.3125	0.46875	0.15625	0.25
	inform technolog	Information Technology	0.28125	0.59375	0.59375	0.65625	0.46875	0.53125
	rh	rh	0.28125	0.3125	0.25	0.84375	0.84375	0.5625
	medic	medic	0.3125	0.625	0.25	0.5	0.0	0.25
	film	Film	0.0625	0.09375	0.1875	0.34375	0.03125	0.0625
	psycholohi	psycholohy	0.1875	0.375	0.75	0.9375	0.875	0.625
	forens	Forensics	0.0	0.71875	0.3125	0.6875	0.125	0.0625
	modern languag	Modern languages	0.28125	0.90625	0.90625	0.875	0.4375	0.4375
	lpn	LPN	0.28125	0.21875	0.0	0.84375	0.6875	0.90625
	medic offic	Medical Office	0.0625	0.375	0.0625	0.34375	0.125	0.0625
	pharmaci	Pharmacy	0.40625	0.59375	0.375	0.6875	0.28125	0.59375
	pharmaci	pharmacy	0.625	1.0	0.875	0.53125	0.40625	0.5625
	teach	teaching	0.53125	0.65625	0.375	0.6875	0.375	0.40625
	model fashion design	modeling,fashion designing	0.125	0.0	0.6875	0.78125	0.65625	0.09375
	comput	Computing	0.375	0.71875	0.53125	0.6875	0.0	0.0
	environment	Environmental Studies	0.09375	0.75	0.5	0.3125	0.15625	0.1875
	comput	Computing	0.28125	0.78125	0.3125	0.46875	0.21875	0.28125
	liber	liberal studies	0.34375	0.375	0.59375	0.0625	0.21875	0.21875
	medic	Medical	0.15625	1.0	0.34375	0.84375	0.65625	0.71875
	industri instrument	Industrial Instrumentation	0.53125	0.5	0.5	0.375	0.15625	0.28125
	fashion merchandis	Fashion Merchandising.	0.5	0.5	0.5	0.5	0.5	0.5
	kinesiolog	kinesiology	0.53125	0.5	0.46875	0.53125	0.5	0.3125
	inform technolog	Information Technology	0.5	0.75	0.15625	0.625	0.4375	0.5625
	inform technolog	IT	0.59375	0.375	0.34375	0.3125	0.40625	0.65625
	veterinari technolog	Veterinary Technology	0.5625	1.0	0.4375	0.375	0.125	0.25
	electr mainten	Electrical Maintenance	0.625	0.65625	0.28125	0.5	0.5	0.46875
	person trainer	Personal trainer	0.1875	0.15625	0.4375	0.3125	0.125	0.0625
	medic	Medical	0.28125	0.5625	0.5	0.625	0.40625	0.3125
	interior design	interior design	0.4375	0.09375	0.53125	0.46875	0.53125	0.46875
	radiolog	Radiology	0.5625	0.65625	0.21875	0.4375	0.0625	0.40625
	cosmitoligi	cosmitoligy	0.0	0.0	0.0	0.25	0.4375	0.0
	video edit	Video Editing	0.125	0.0	0.34375	0.28125	0.4375	0.0625
	kinesiolog	Kinesiology	0.78125	0.34375	0.0625	0.90625	0.5625	0.375
	design	Design	0.34375	0.75	0.65625	0.34375	0.28125	0.0
	comput inform technolog	Computer Information Technology	0.8125	0.78125	0.59375	0.4375	0.625	0.6875
	kinesiolog	Kinesiology	0.53125	0.1875	0.0625	0.96875	0.46875	0.4375
	theater	Theater	0.0	0.65625	1.0	0.96875	0.25	0.0
	radiolog	Radiology	0.25	0.5	0.15625	0.59375	0.40625	0.59375
	sonographi	Sonography 	0.25	0.5	0.0625	0.65625	0.375	0.375
	medic	medical	0.4375	0.15625	0.53125	0.78125	0.75	0.40625
	broadcast	broadcasting	0.0	0.46875	0.65625	0.03125	0.21875	0.34375
	design	Designer	0.6875	0.71875	0.6875	0.6875	0.59375	0.53125
	quantiti survey	quantity surveying	0.0625	0.15625	0.625	0.625	0.6875	0.65625
	digit media	Digital media	0.125	0.5625	0.3125	0.4375	0.65625	0.0625
	public servic	Public Service	0.125	0.4375	0.125	0.84375	0.3125	0.75
	anim	Animal	0.3125	0.6875	0.625	0.78125	0.6875	0.4375
	neurolog doctor	Neurological doctor	0.59375	0.875	0.625	0.4375	0.25	0.6875
	broadcast	Broadcasting	0.40625	0.5625	0.84375	0.84375	0.46875	0.3125
	medic	medical	0.3125	0.5625	0.40625	0.65625	0.6875	0.46875
	danc	Dance 	0.0625	0.65625	0.78125	0.625	0.3125	0.03125
	biochemsitri	biochemsitry 	0.25	0.9375	0.28125	0.6875	0.375	0.875
	cosmetolog	cosmetology	0.3125	0.5625	0.4375	0.34375	0.5625	0.40625
	radiolog	Radiology	0.1875	0.75	0.59375	0.6875	0.0	0.125
	labor employ relat	Labor and Employment relations	0.09375	0.125	0.15625	0.78125	0.40625	0.6875
	medic	Medical	0.3125	0.28125	0.6875	0.6875	0.84375	0.71875
	medic	medical	0.1875	0.5	0.625	0.84375	0.625	0.625
	inform technolog	Information Technology	0.40625	0.71875	0.75	0.5625	0.3125	0.3125
	labor employ relat	Labor Employment Relation	0.28125	0.28125	0.59375	0.8125	0.625	0.625
	labor employ relat	Labor and Employment Relations	0.0	0.40625	0.0	0.65625	0.625	0.375
	inform secur	Information Security 	0.53125	0.59375	0.34375	0.53125	0.625	0.84375
	inform technolog	information technology	0.34375	0.40625	0.375	0.375	0.1875	0.4375
	speech therapi	speech therapy	0.125	0.46875	0.6875	0.875	0.25	0.0
	train develop	Training and Development	0.375	0.65625	0.625	0.4375	0.53125	0.09375
	youth ministri	Youth Ministry	0.28125	0.25	0.1875	0.53125	0.25	0.4375
	medic	medical	0.25	0.5	0.5	0.71875	0.625	0.5
	polit	Politics 	0.0	0.28125	0.71875	0.3125	0.34375	0.0
	undecid	Undecided	0.28125	0.78125	0.46875	0.53125	0.53125	0.59375
	labor employ relat	Labor and employment relations	0.46875	0.78125	0.25	0.5	0.5	0.25
	informat	Informatics	0.4375	0.53125	0.5625	0.875	0.65625	0.625
	inform technolog	IT	0.625	0.71875	0.71875	0.59375	0.46875	0.0625
	child famili	Child and Family Studies	0.0	0.3125	0.4375	0.6875	0.59375	0.1875
	secur	Security	0.4375	0.59375	0.625	0.21875	0.1875	0.1875
	ed	Gen Eds	0.1875	0.59375	0.59375	0.46875	0.3125	0.34375
	design	Design	0.4375	0.03125	0.59375	0.6875	0.78125	0.625
	multimedia	Multimedia	0.625	0.59375	0.90625	0.625	0.53125	0.34375
	clinic research	Clinical Research 	0.0	0.65625	0.0	0.71875	0.125	0.0
	draft design	Drafting and Design	0.71875	0.46875	0.21875	0.3125	0.0	0.34375
	sport	Sport	0.0625	0.34375	0.40625	0.375	0.0625	0.15625
	kinesiolog	kinesiology	0.03125	0.46875	0.09375	0.5	0.1875	0.03125
	environment sustain	Environmental Sustainability Studies	0.03125	0.5	0.46875	0.71875	0.59375	0.0
	teacher	teacher	0.09375	0.125	0.46875	0.40625	0.25	0.0
	speech patholog audiolog	Speech Pathology & Audiology	0.375	0.53125	0.21875	0.84375	0.34375	0.40625
	intellig analysi	Intelligence Analysis	0.65625	0.78125	0.75	0.4375	0.4375	0.46875
	comput	computing	0.375	0.46875	0.21875	0.1875	0.28125	0.0
	politolog	politology	0.375	0.1875	0.5625	0.84375	0.84375	0.53125
	undecid	Undecided	0.0625	0.875	0.125	0.78125	0.34375	0.15625
	undecied	undecieded 	0.0	0.0625	0.25	0.84375	0.5625	0.09375
	undeclar	undeclared	0.75	0.40625	0.5	0.5625	0.46875	0.46875
	undeclar	Undeclared	0.4375	0.09375	0.0	0.1875	0.25	0.1875
	game develop	Game Development	0.40625	0.8125	0.8125	0.90625	0.59375	0.5
	archetiur	archetiure	0.75	0.625	0.25	0.375	0.59375	0.53125
	theator	theator	0.09375	0.34375	0.84375	0.625	0.3125	0.25
	inform technolog	Information Technology	0.09375	0.0625	0.34375	0.6875	0.28125	0.65625
	forens	forensic	0.0	0.34375	0.3125	0.34375	0.125	0.0
	undecid	Undecided	0.09375	0.6875	0.0	0.21875	0.09375	0.21875
	languag	languages	0.0625	0.15625	0.46875	0.4375	0.25	0.28125
	occup therapi	Occupational Therapy	0.46875	0.65625	0.65625	0.59375	0.34375	0.09375
	construct technolog	Construction Technology	0.25	0.0	0.0625	0.03125	0.0	0.0625
	medic field	Medical field	0.53125	0.5625	0.53125	0.6875	0.46875	0.78125
	program	Programming	0.21875	0.15625	0.8125	0.84375	0.59375	0.15625
	pharmaci	Pharmacy	0.25	1.0	0.53125	0.375	0.09375	0.28125
	inform technolog	IT	0.0	0.46875	0.125	0.71875	0.34375	0.46875
	medic	medical	0.125	1.0	0.25	0.875	0.125	0.75
	screenwrit	screenwriting	0.25	0.71875	1.0	0.65625	0.4375	0.4375
	live skill	Living Skill	0.0	0.3125	0.1875	0.96875	0.15625	0.25
	teach	teaching	0.0625	0.21875	0.21875	0.78125	0.28125	0.40625
	pedagogia	Pedagogia	0.125	0.25	0.3125	0.875	0.125	0.1875
	creativ write	Creative Writing	0.34375	0.6875	0.875	0.59375	0.5625	0.5
	design interior landscap	Design interior Landscape	0.4375	0.5	0.625	0.53125	0.5625	0.15625
	tourism	Tourism	0.5625	0.625	0.46875	0.65625	0.59375	0.4375
	design	design	0.09375	0.71875	0.4375	0.28125	0.4375	0.0625
	digit filmmak	Digital filmmaking	0.125	0.46875	0.8125	0.3125	0.09375	0.125
	undeclar	Undeclared	0.125	0.125	0.09375	0.8125	0.375	0.375
	fashion design	Fashion Design	0.09375	0.4375	0.34375	0.75	0.375	0.09375
	public affair	Public Affairs	0.375	0.6875	0.5625	0.78125	0.53125	0.28125
	unkown	unkown	0.25	0.53125	0.28125	0.40625	0.34375	0.5
	design	Design 	0.25	0.28125	0.40625	0.6875	0.65625	0.3125
	na	na	0.0	0.25	0.0625	0.625	0.25	0.6875
	translat	translation studies	0.375	0.5	0.59375	0.71875	0.25	0.625
	east asian	East Asian Studies	0.0	0.21875	0.84375	0.9375	0.0625	0.0
	attend	Did not attend university	0.28125	0.78125	0.375	0.4375	0.5	0.125
	dental	dental	0.1875	0.4375	0.3125	0.75	0.46875	0.3125
	cosmetolog	cosmetology	0.09375	0.28125	0.1875	0.40625	0.5	0.28125
	liber	Bachelor of Liberal Studies	0.40625	0.90625	0.84375	0.59375	0.59375	0.5625
	liber	Liberal Studies	0.21875	0.3125	0.25	0.53125	0.65625	0.28125
	hospit	Hospitality 	0.375	0.3125	0.625	0.53125	0.625	0.53125
	kinesiolog	kinesiology	0.4375	0.4375	0.40625	0.65625	0.40625	0.15625
	comput	computers	0.25	0.3125	0.3125	0.3125	0.0	0.125
	undecid	undecided	0.21875	0.21875	0.03125	0.1875	0.0	0.03125
	undecid	undecided	0.40625	0.53125	0.6875	0.9375	0.65625	0.5
	kinesiolog	Kinesiology	0.03125	0.65625	0.25	0.96875	0.6875	0.46875
	hdfs	HDFS	0.0	0.53125	0.125	0.53125	0.3125	0.0
	sport	sports	0.1875	0.375	0.5	0.5625	0.25	0.15625
	foreign affair	Foreign Affairs	0.71875	0.875	0.5	0.5	0.5	0.8125
	inform technolog	information tech	0.59375	0.46875	0.1875	0.15625	0.21875	0.375
	hs student	hs student	0.0625	0.4375	0.125	0.375	0.28125	0.28125
	comput integr manufactur	Computer Integrated Manufacturing	0.59375	0.59375	0.5	0.46875	0.40625	0.25
	speech therapi	speech therapy	0.21875	0.6875	0.84375	0.875	0.375	0.0
	industri design	industrial design	0.125	0.5625	0.125	0.15625	0.0	0.125
	film	Film	0.25	0.84375	0.90625	0.71875	0.5	0.25
	interior design	interior design	0.1875	0.8125	0.65625	0.1875	0.46875	0.46875
	comput	computers	0.375	0.40625	0.46875	0.15625	0.21875	0.59375
	social	Social 	0.15625	0.21875	0.4375	0.6875	0.34375	0.46875
	lpn	lpn	0.1875	0.5	0.53125	0.59375	0.4375	0.53125
	kinesiolog	Kinesiology	0.71875	0.65625	0.625	0.65625	0.3125	0.40625
	na	na	0.0	0.0	0.125	0.1875	0.0	0.0
	na	n.a.	0.375	0.09375	0.1875	0.46875	0.40625	0.375
	transport	TRANSPORTATION	0.75	0.8125	0.75	0.625	0.75	0.53125
	audio product	Audio Production	0.375	0.0	0.625	0.5	0.125	0.875
	berkle	berklee	0.125	0.125	0.5	0.21875	0.03125	0.0625
	veterinarian	Veterinarian	0.46875	0.625	0.34375	0.3125	0.3125	0.25
	undecid	undecided	0.375	0.3125	0.375	0.5625	0.4375	0.40625
	cosmetolog	cosmetology	0.0625	0.09375	0.125	0.28125	0.34375	0.0
	econemi	Econemy	0.375	0.46875	0.3125	0.34375	0.65625	0.375
	ingen	Ingenering	0.5	0.71875	0.875	0.40625	0.5625	0.375
	kinesiolog	Kinesiology	0.59375	0.84375	0.625	0.65625	0.6875	0.5625
	kinesiolog	Kinesiology	0.0625	0.21875	0.0	0.53125	0.0625	0.03125
	kineseolog	kineseology	0.125	0.25	0.25	0.28125	0.0625	0.0
	undecid	Undecided	0.0625	0.5625	0.6875	0.625	0.21875	0.5625
	microb	Microb	0.375	0.6875	0.8125	0.9375	0.53125	0.125
	kinesiolog	Kinesiology	0.09375	0.25	0.25	0.40625	0.28125	0.03125
