Realistic	Investigative	Artisitc	Social	Enterprising	Conventional	College Major
0.34375	0.625	0.6875	0.59375	0.40625	0.59375	Humanities
0.03125	0.8125	0.5	0.28125	0.53125	0.0	Philosophy
0.34375	0.21875	0.6875	0.78125	0.375	0.3125	Art Therapy
0.5	0.90625	0.75	0.96875	0.84375	0.25	Nursing
0.1875	0.59375	0.34375	0.28125	0.46875	0.40625	Computer Science
0.125	0.0	0.5	0.84375	0.3125	0.21875	Educational Studies
0.25	0.53125	0.6875	0.59375	0.09375	0.34375	Classical Greek & Latin
0.125	0.90625	0.125	0.1875	0.03125	0.0625	pre-medicine
0.40625	0.21875	0.46875	0.34375	0.25	0.09375	management
0.0	0.0	0.28125	0.375	0.03125	0.0	English
0.46875	0.65625	0.71875	0.875	0.84375	0.9375	Business Administration
0.34375	0.46875	0.40625	0.53125	0.5625	0.3125	Communications
0.34375	0.1875	0.875	0.46875	0.4375	0.1875	Economics
0.21875	0.5	0.6875	0.4375	0.65625	0.125	Law
0.125	0.5625	0.6875	0.75	0.3125	0.0625	Integrated Marketing Comm
0.5	0.40625	0.125	0.25	0.4375	0.75	administration
0.0	0.4375	0.0	0.59375	0.59375	0.21875	Psychology 
0.3125	0.5625	0.40625	0.28125	0.53125	0.28125	Political Science 
0.0625	0.125	0.59375	0.625	0.0	0.125	English
0.0	0.78125	0.6875	0.875	0.125	0.1875	psychology 
0.25	0.4375	0.84375	0.71875	0.6875	0.5625	Journalism
0.53125	0.71875	0.1875	0.25	0.21875	0.78125	Electrical engineering 
0.4375	0.8125	0.90625	0.75	0.3125	0.375	Philosophy and International Studies
0.4375	0.90625	0.65625	0.4375	0.4375	0.46875	Government
0.4375	0.75	0.6875	0.4375	0.34375	0.03125	accounting
0.0	0.78125	0.03125	0.75	0.15625	0.25	psychology
0.28125	0.46875	0.375	0.78125	0.71875	0.46875	psychology
0.5625	0.5625	0.3125	0.65625	0.5625	0.8125	Computer science
0.125	0.3125	0.625	0.625	0.78125	0.78125	Commerce
0.5625	0.3125	0.28125	0.5	0.71875	0.8125	Finance and marketing 
0.09375	0.375	0.5625	0.8125	0.34375	0.25	Translation
0.15625	0.3125	0.71875	0.59375	0.5	0.21875	Gender Studies
0.03125	0.5625	0.59375	0.53125	0.40625	0.875	Journalism
0.78125	0.84375	0.875	0.78125	0.75	0.96875	finance
0.71875	0.6875	0.65625	0.40625	0.5625	0.6875	Psychology
0.0	0.0625	0.5	0.375	1.0	0.8125	tourism
0.09375	0.8125	0.6875	0.5625	0.46875	0.28125	Management
0.4375	0.34375	0.75	0.65625	0.5625	0.375	history
0.09375	0.8125	0.5	0.46875	0.09375	0.3125	geology
0.3125	0.65625	0.75	0.71875	0.625	0.1875	psychology
0.53125	0.75	0.625	0.78125	0.5	0.53125	Psychology
0.1875	0.8125	0.71875	0.375	0.21875	0.0625	business
0.46875	0.4375	0.5	0.46875	0.46875	0.375	communication
0.0625	0.96875	0.4375	0.9375	0.0625	0.0	social psychology
0.0	0.6875	0.90625	0.9375	0.125	0.0	sociology
0.21875	0.5	0.15625	0.65625	0.71875	0.53125	International Relations
0.53125	0.59375	0.625	0.53125	0.34375	0.25	aviation
0.15625	0.25	0.875	0.8125	0.34375	0.09375	psychology
0.125	0.84375	0.25	0.1875	0.15625	0.3125	Science
0.0	0.75	0.28125	0.8125	0.34375	0.03125	liberal studies
0.0	0.0	0.0	0.0	0.0	0.0	21
0.0	0.875	0.625	0.65625	0.125	0.0	English
0.25	0.34375	0.53125	0.78125	0.78125	0.625	non
0.1875	0.28125	0.75	0.625	0.1875	0.1875	Psychology
0.09375	0.375	0.4375	0.8125	0.75	0.90625	PSYCHOLOGY
0.1875	0.59375	0.78125	0.96875	0.5625	0.21875	Psychology
0.21875	0.4375	0.125	0.75	0.0	0.0	Psychology
0.15625	0.09375	0.4375	0.78125	0.25	0.3125	psychology
0.46875	0.71875	0.09375	0.625	0.40625	0.5625	Finance
0.0	0.96875	0.75	0.75	0.0625	0.0	Biology, chemistry 
0.34375	0.875	0.75	0.46875	0.21875	0.09375	ARCHITECTURE
0.0	0.5	0.34375	0.4375	0.5	0.8125	Accounting
0.5625	0.65625	0.625	0.78125	0.625	0.4375	Fashion
0.34375	0.90625	0.71875	0.59375	0.28125	0.0	English 
0.28125	0.78125	0.84375	0.5625	0.34375	0.34375	Music
0.0625	0.25	0.28125	0.6875	0.28125	0.125	psychology
0.53125	0.75	0.6875	0.46875	0.375	0.59375	Maths
0.3125	0.25	0.34375	0.78125	0.0625	0.40625	Special Education
0.15625	0.40625	0.40625	0.75	0.75	0.96875	PSYCHOLOGY
0.28125	0.625	0.65625	0.46875	0.375	0.0	Politics
0.0	0.75	0.71875	0.78125	0.5	0.09375	Clinical Psychology
0.59375	0.53125	0.5	0.4375	0.625	0.75	Medicine
0.34375	0.40625	0.6875	0.5	0.4375	0.40625	English
0.0625	0.125	0.34375	0.25	0.28125	0.15625	Clinical Psychology
0.125	0.75	0.96875	0.46875	0.15625	0.0	psychology
0.1875	0.375	0.46875	0.1875	0.40625	0.5	Product Development
0.25	1.0	0.40625	0.90625	0.125	0.28125	Forensic Psychology
0.71875	0.53125	0.75	0.5	0.75	0.5	Science
0.03125	0.53125	0.9375	0.9375	0.53125	0.375	International Affairs
0.0	0.625	0.46875	0.5	0.59375	0.09375	Business Administration
0.3125	0.375	0.9375	0.59375	0.5	0.09375	Marketing
0.09375	0.21875	0.34375	0.6875	0.40625	0.0625	Psychology
0.28125	0.25	0.71875	0.6875	0.53125	0.0625	Psychology School Counseling
0.0	0.375	0.71875	0.4375	0.28125	0.21875	Professional Communication
0.09375	0.1875	0.65625	0.34375	0.34375	0.1875	Art history
0.15625	0.78125	0.46875	0.875	0.875	0.4375	Biology
0.34375	0.3125	0.40625	0.4375	0.28125	0.71875	Geology
0.1875	0.25	0.1875	0.6875	0.53125	0.28125	psychology and nutrition
0.4375	0.28125	0.125	0.875	0.5625	0.5625	Psychology
0.125	0.34375	0.59375	0.84375	0.6875	0.6875	Ministrial Leadership
0.65625	0.625	0.75	0.75	0.53125	0.625	Design
0.21875	0.46875	0.65625	0.65625	0.625	0.375	content course
0.0	0.4375	0.65625	0.375	0.40625	0.0625	Media and communications 
0.1875	0.0	0.6875	0.84375	0.71875	0.1875	german, educational science
0.46875	0.84375	0.875	0.625	0.5	0.40625	Design
0.25	0.21875	0.375	0.34375	0.21875	0.4375	Computer Science
0.375	0.53125	0.53125	0.75	0.1875	0.3125	Clinical Mental Health Counseling
0.1875	0.90625	0.53125	0.625	0.5	0.09375	management
0.15625	0.84375	0.78125	0.8125	0.40625	0.0	Psychology
0.25	0.28125	0.15625	0.875	0.125	0.625	Early Childhood Education
0.46875	0.5	0.59375	0.9375	0.59375	0.59375	economics
0.40625	0.75	0.84375	0.8125	0.625	0.3125	Finance
0.0625	0.21875	0.59375	0.90625	0.4375	0.5625	Counseling
0.34375	0.5	0.65625	0.3125	0.6875	0.46875	english
0.1875	0.3125	0.53125	0.65625	0.125	0.3125	Criminal Justice
0.34375	0.15625	0.65625	0.3125	0.3125	0.46875	Accounting
0.25	0.40625	0.84375	0.90625	0.59375	0.25	sociology
0.53125	0.8125	0.96875	0.78125	0.625	0.34375	Design
0.03125	0.0	0.1875	0.4375	0.53125	0.3125	Economics
0.5	0.71875	0.84375	0.96875	0.90625	0.78125	general eduction 
0.09375	0.78125	0.9375	0.71875	0.125	0.25	Spanish/ Englislh
0.125	0.1875	0.25	0.84375	0.0	0.09375	School Counselor 
0.71875	0.9375	0.9375	0.625	0.34375	0.34375	Computers 
0.1875	0.71875	0.59375	0.78125	0.4375	0.34375	sociology
0.09375	0.125	0.3125	0.78125	0.21875	0.1875	Counseling
0.34375	0.625	0.71875	0.84375	0.1875	0.34375	Psychology
0.125	0.03125	0.40625	0.78125	0.53125	0.21875	English and Psychology
0.03125	0.3125	0.59375	0.90625	0.25	0.15625	sociology
0.40625	0.71875	0.34375	0.25	0.15625	0.625	Anthropology
0.59375	0.96875	0.9375	1.0	0.84375	0.5	psychology
0.375	0.84375	0.6875	0.78125	0.46875	0.84375	General Studies
0.53125	0.75	0.78125	0.5	0.375	0.8125	math
0.28125	0.75	0.65625	0.8125	0.40625	0.46875	Economics
0.4375	0.8125	0.8125	0.90625	0.4375	0.28125	litraturture ethnic studies
0.03125	0.6875	0.5	0.75	0.15625	0.1875	Psychology
0.40625	0.46875	0.6875	0.65625	0.28125	0.1875	Construction Management
0.0625	0.5625	0.5625	0.6875	0.46875	0.3125	criminal justice and mental health counseling
0.125	0.5	0.3125	0.53125	0.15625	0.40625	Nursing and Psychology
0.0	0.375	0.65625	1.0	0.28125	0.53125	Education
0.34375	0.3125	0.3125	0.34375	0.3125	0.125	business
0.0	0.8125	0.5	0.71875	0.0625	0.0625	Kinesiology
0.0	0.0	0.25	0.9375	0.5	0.5	Psychology
0.0	0.375	0.21875	0.75	0.15625	0.1875	Business
0.3125	0.21875	0.40625	0.875	0.625	0.1875	Psychology BA, Counseling, MA 
0.625	0.6875	0.5	0.53125	0.375	0.21875	Architecture
0.0	0.78125	0.6875	0.625	0.5	0.09375	Psychology
0.25	0.34375	0.78125	0.90625	0.40625	0.40625	MS Mental Health
0.0	0.15625	0.65625	0.6875	0.21875	0.125	counseling 
0.03125	0.84375	0.75	0.28125	0.1875	0.09375	Counselling
0.21875	0.8125	0.71875	0.78125	0.53125	0.46875	Psychology
0.0	0.0	0.59375	0.15625	0.0	0.0	English
0.21875	0.0	0.84375	0.75	0.1875	0.53125	management
0.03125	0.4375	0.59375	0.6875	0.5625	0.34375	Communications
0.15625	0.71875	0.0	1.0	0.4375	0.6875	Management
0.28125	0.4375	0.6875	0.34375	0.34375	0.125	music
0.15625	0.53125	0.5625	0.65625	0.5625	0.5625	Management
0.0625	0.25	0.4375	0.71875	0.0	0.03125	MBA - Marketing
0.40625	0.46875	0.4375	0.28125	0.4375	0.40625	finance
0.8125	0.46875	0.65625	0.78125	0.5625	0.84375	Electronics Engineering
0.4375	0.6875	0.375	0.75	0.65625	0.5625	business
0.03125	0.3125	0.6875	0.875	0.375	0.375	Business
0.53125	0.71875	0.71875	0.84375	0.53125	0.25	graphic design
0.34375	0.84375	0.5625	0.53125	0.375	0.34375	Philosophy
0.125	0.6875	0.71875	0.71875	0.15625	0.125	English
0.03125	0.28125	0.28125	0.6875	0.0625	0.0	Sociology
0.46875	0.75	0.4375	0.3125	0.375	0.4375	Business
0.3125	1.0	0.9375	0.96875	0.71875	0.375	Psychology 
0.125	0.15625	0.21875	0.15625	0.0	0.0625	Computer Science
0.1875	0.0	0.4375	0.6875	0.5625	0.15625	English
0.40625	0.96875	0.21875	0.6875	0.46875	0.625	Mechanical Engineering
0.21875	0.53125	0.28125	0.96875	0.9375	0.4375	Sociology
0.125	0.40625	0.59375	0.4375	0.25	0.375	civil engineering
0.625	0.8125	0.3125	0.59375	0.53125	0.25	Biology 
0.03125	0.21875	0.5	0.25	0.15625	0.15625	communication
0.09375	0.8125	0.46875	0.90625	0.65625	0.40625	Education
0.53125	0.71875	0.625	0.4375	0.1875	0.09375	Psychology
0.15625	0.21875	0.25	1.0	0.84375	0.71875	Rehab Services
0.25	0.78125	0.5625	0.625	0.71875	0.59375	computer engineering
0.1875	0.1875	0.09375	0.21875	0.28125	0.3125	tourism
0.59375	0.90625	0.625	0.78125	0.59375	0.5	English and PolSci
0.03125	0.75	0.71875	0.6875	0.0625	0.09375	psychology
0.3125	0.375	0.53125	0.53125	0.1875	0.0	Design
0.53125	0.75	0.4375	0.375	0.3125	0.75	education
0.0	0.0	0.0	0.0	0.0	0.0	psychology
0.1875	0.875	0.375	0.6875	0.1875	0.125	Computer Science
0.53125	0.46875	0.75	0.78125	0.3125	0.0	Communication Studies
0.34375	0.9375	0.90625	0.71875	0.5	0.59375	economics
0.53125	0.6875	0.875	0.78125	0.5625	0.28125	English
0.0	0.34375	0.28125	0.65625	0.375	0.46875	psychology
0.125	0.09375	0.71875	0.34375	0.5	0.90625	Fashion 
0.0625	0.5625	0.4375	0.0625	0.0625	0.0625	Chemistry
0.0	0.5625	0.46875	0.125	0.15625	0.125	Chemistry
0.40625	0.46875	0.75	0.4375	0.125	0.40625	communications and mass media studies
0.0	0.34375	0.3125	0.5	0.40625	0.3125	Business
0.15625	0.25	0.21875	0.5625	0.34375	0.65625	chemistry and math
0.0	0.34375	0.34375	0.46875	0.0625	0.03125	psychology
0.28125	0.75	0.71875	0.71875	0.25	0.40625	Clinical Mental Health Counseling
0.0	0.34375	0.15625	0.59375	0.3125	0.4375	psychology
0.09375	0.25	0.40625	0.53125	0.40625	0.375	education
0.0	0.21875	0.3125	0.53125	0.21875	0.03125	Business
0.3125	0.59375	0.71875	0.6875	0.0	0.875	BA in both History and Mathematics
0.3125	0.53125	0.5625	0.71875	0.40625	0.25	social sciences
0.0	0.15625	0.375	0.71875	0.34375	0.15625	Counseling
0.125	0.75	0.71875	0.28125	0.21875	0.0625	Design
0.34375	0.8125	0.8125	0.625	0.375	0.1875	Graphic Design
0.125	0.375	0.71875	0.625	0.4375	0.46875	public policy
0.375	0.59375	0.53125	0.65625	0.5	0.5625	forenic mental health counseling
0.0	0.65625	0.25	0.46875	0.15625	0.4375	social work
0.25	0.40625	0.5625	0.6875	0.625	0.53125	Computers 
0.3125	0.75	0.8125	0.78125	0.03125	0.0	anthropology; international and area studies;
0.6875	0.53125	0.65625	0.59375	0.375	0.25	hospitality
0.75	0.8125	0.6875	0.96875	0.40625	0.75	Bsc. Geomatics
0.28125	0.4375	0.8125	0.6875	0.4375	0.15625	Education 
0.15625	0.375	0.28125	0.625	0.6875	0.9375	Accounting
0.0625	0.59375	0.15625	0.53125	0.09375	0.25	Nursing
0.25	0.75	0.6875	0.6875	0.65625	0.4375	economics
0.0	0.15625	0.0	0.40625	0.125	0.125	criminal justice
0.4375	0.8125	0.90625	0.65625	0.625	0.4375	History
0.28125	0.4375	0.84375	0.875	0.5	0.5625	Psychology
0.25	1.0	0.46875	0.9375	0.25	0.3125	Health and fitness management
0.21875	0.84375	0.4375	0.8125	0.34375	0.34375	Aerospace Engineering 
0.0	0.125	0.0625	0.75	0.0625	0.0	Psychology/Human Services
0.375	0.59375	0.09375	0.8125	0.15625	0.34375	Psychology
0.0	0.375	0.1875	0.4375	0.0625	0.15625	Psychology
0.0625	0.28125	0.875	1.0	0.4375	0.34375	psychology
0.0	0.40625	0.0625	0.5	0.0	0.0	psychology
0.0	0.59375	0.71875	0.84375	0.21875	0.125	English
0.34375	0.875	0.78125	0.6875	0.3125	0.21875	Psychology
0.15625	0.40625	0.53125	0.65625	0.125	0.1875	psychology
0.1875	0.46875	0.59375	0.40625	0.125	0.125	Education
0.34375	0.5625	0.5625	0.9375	0.21875	0.53125	psychology
0.3125	0.53125	0.6875	0.5	0.53125	0.40625	Creative Media & Audio Engineering
0.1875	0.8125	0.84375	0.59375	0.21875	0.25	psychology
0.0625	0.28125	0.34375	0.78125	0.1875	0.1875	business management
0.03125	0.90625	0.5	0.8125	0.3125	0.0	psychology
0.53125	1.0	0.84375	0.90625	0.34375	0.40625	History of Art
0.3125	0.71875	0.78125	0.96875	0.65625	0.40625	Psychology
0.21875	0.65625	0.53125	0.65625	0.15625	0.15625	english, theology
0.0625	0.3125	0.46875	0.78125	0.25	0.21875	Education
0.4375	0.71875	0.5	0.5625	0.5	0.15625	Advertising
0.59375	0.90625	0.625	0.21875	0.1875	0.21875	Public Policy
0.0	0.59375	0.5625	0.4375	0.0625	0.03125	Music
0.0	0.59375	0.8125	0.84375	0.3125	0.21875	Psychology
0.28125	0.6875	0.75	0.59375	0.4375	0.46875	business engineering
0.21875	0.21875	0.65625	0.6875	0.4375	0.09375	Interior Design
0.25	0.71875	0.53125	0.46875	0.09375	0.0	psychology
0.1875	0.65625	0.28125	0.28125	0.125	0.28125	history
0.0	0.46875	0.6875	0.71875	0.0	0.0	History
0.15625	0.53125	0.34375	0.28125	-0.03125	0.5	Psychology
0.0	0.1875	0.3125	0.8125	0.5	0.34375	Public Service
0.03125	0.34375	0.40625	0.71875	0.125	0.0	Women and Gender Studies and Psychology
0.28125	0.6875	0.53125	0.75	0.625	0.53125	Criminal Justice
0.59375	0.75	0.28125	0.5	0.1875	0.5	physiology
0.125	0.78125	0.875	0.8125	0.53125	0.5	psychology
0.25	0.34375	0.0	0.84375	0.09375	0.4375	psychology
0.15625	0.15625	0.625	0.21875	0.34375	0.46875	Veterinary Technology
0.0	0.46875	0.6875	0.625	0.03125	0.15625	psychology
0.4375	1.0	0.875	0.84375	0.1875	0.46875	Psychology
0.0	0.4375	0.9375	0.59375	0.65625	0.0	Journalism
0.1875	0.09375	0.25	0.3125	0.28125	0.1875	English
0.59375	0.75	1.0	0.90625	0.25	0.1875	MBA HR
0.375	0.75	0.53125	0.28125	0.21875	0.25	physics
0.0	0.40625	0.65625	0.53125	0.34375	0.25	Music
0.5625	0.59375	0.59375	0.59375	0.375	0.65625	education
0.0625	0.375	0.3125	0.59375	0.375	0.21875	Psychology
0.0	0.4375	0.25	0.21875	0.125	0.03125	Economics, Social Science
0.9375	0.75	0.4375	0.46875	0.65625	0.8125	Dentistry
0.59375	0.78125	0.78125	0.75	0.46875	0.40625	civil engineering
0.625	0.78125	0.40625	0.6875	0.53125	0.375	Accounting and Finance
0.5	0.4375	0.46875	0.21875	0.46875	0.625	finance
0.0	0.21875	0.03125	0.71875	0.09375	0.28125	Criminology
0.0625	0.375	0.25	0.59375	0.40625	0.0625	Social science
0.0	0.375	0.5	0.875	0.1875	0.125	BA
0.46875	0.78125	0.5625	0.28125	0.4375	0.4375	English
0.21875	0.3125	0.21875	0.78125	0.34375	0.28125	Psychology
0.375	0.71875	0.46875	0.90625	0.40625	0.1875	psychology
0.53125	0.6875	0.875	0.90625	0.375	0.90625	Electronics & Telecom Engineering
0.28125	0.53125	0.125	0.90625	0.625	0.0625	Psychology; reading education; school guidanc
0.34375	0.53125	0.84375	0.875	0.53125	0.3125	Computers
0.0	0.53125	0.375	0.40625	0.125	0.0	psychology
0.28125	0.3125	0.53125	0.71875	0.34375	0.4375	Computer Engineering
0.5	0.96875	0.71875	1.0	0.40625	0.78125	Psychology
0.03125	0.0625	0.0	0.875	0.1875	0.15625	psychology
0.28125	0.71875	0.5625	0.53125	0.4375	0.4375	Biology
0.34375	0.78125	0.5	0.5625	0.53125	0.5625	psychology
0.40625	0.8125	0.96875	0.84375	0.59375	0.53125	Finance
0.28125	0.3125	0.5	0.71875	0.53125	0.40625	Educational Leadership
0.40625	0.90625	0.5625	0.65625	0.375	0.5625	computer science engineering
0.0	0.5625	0.15625	0.84375	0.3125	0.25	Psychology, Religion
0.0	0.125	0.6875	0.90625	0.09375	0.09375	humanities and psychotherapy 
0.0	0.09375	0.0	0.59375	0.0	0.15625	Psychology and Counseling
0.28125	0.5625	0.34375	0.90625	0.28125	0.96875	English and Psychology
0.03125	0.46875	0.5625	0.65625	0.25	0.4375	Speech Pathology
0.28125	0.65625	0.4375	0.40625	0.15625	0.09375	Social Work
0.34375	0.0625	0.625	0.78125	0.875	0.53125	Business 
0.125	0.09375	0.6875	0.90625	0.59375	0.625	Family Studies
0.25	0.71875	0.59375	0.75	0.4375	0.375	biology, fire technology
0.40625	0.78125	0.6875	0.6875	0.40625	0.3125	Psychology
0.0625	0.09375	0.5625	0.59375	0.25	0.03125	Literature
0.28125	0.53125	0.375	0.5	0.3125	0.53125	philosophy
0.0	0.75	0.34375	0.4375	0.09375	0.0	psychology 
0.09375	0.8125	0.40625	0.6875	0.0625	0.125	Political Science
0.1875	0.1875	0.25	0.3125	0.59375	0.375	business
0.0	0.5	0.5	0.625	0.5	0.4375	business management
0.15625	0.15625	0.34375	0.46875	0.46875	0.25	psychology
0.03125	0.3125	0.375	0.59375	0.3125	0.1875	Psychology 
0.0625	0.5625	0.65625	0.8125	0.59375	0.21875	Psychology
0.0625	0.625	0.4375	0.71875	0.4375	0.46875	Psychology
0.0	0.0	0.0	0.375	0.0625	0.0	Marketing
0.0	0.3125	0.46875	0.90625	0.8125	0.9375	accounting
0.78125	0.59375	0.21875	0.28125	0.25	0.75	Construction Managerment
0.46875	0.6875	0.5625	0.25	0.5	0.09375	Civil Engineering
0.25	0.1875	0.59375	0.8125	0.5625	0.25	English
0.25	0.875	0.21875	0.875	0.53125	0.46875	Psychology
0.78125	0.875	0.8125	0.84375	0.5625	0.71875	performing arts
0.3125	0.5625	0.78125	0.625	0.40625	0.34375	Chemical Engineering
0.375	0.53125	0.5625	0.9375	0.59375	0.375	NURSING
0.4375	0.5	0.40625	0.9375	0.78125	0.46875	nursing
0.25	0.28125	0.46875	0.71875	0.3125	0.34375	Accountig and finance
0.25	0.03125	0.625	0.625	0.15625	0.09375	english
0.25	0.03125	0.28125	0.46875	0.8125	0.5625	English language
0.125	0.0625	0.5625	0.65625	0.1875	0.0625	English
0.0	0.59375	0.6875	0.625	0.40625	0.375	psychology
0.09375	0.59375	0.9375	0.90625	0.3125	0.28125	psychology
0.0625	0.09375	0.6875	0.75	0.40625	0.1875	languages, communication
0.0	0.6875	0.1875	0.8125	0.125	0.5625	psychology
0.15625	0.5	0.40625	0.5625	0.40625	0.34375	Nursing
0.0625	0.75	0.03125	0.15625	0.0	0.21875	Biology
0.0	0.03125	0.09375	0.75	0.0625	0.34375	Child Development
0.09375	0.21875	0.59375	0.46875	0.5	0.34375	English, counseling
0.21875	0.59375	0.34375	0.8125	0.5	0.4375	counseling
0.75	0.78125	0.75	0.78125	0.4375	0.65625	Psychology
0.4375	0.5625	0.6875	0.75	0.6875	0.3125	psychology
0.0625	0.375	0.09375	0.6875	0.25	0.1875	Psychology
0.0625	0.5	0.875	0.875	0.3125	0.0	tax law
0.34375	0.65625	0.25	0.6875	0.3125	0.40625	Psychology
0.375	0.59375	0.8125	0.96875	0.25	0.375	counseling, music
0.0	0.5625	0.75	0.78125	0.3125	0.125	equine business mgt
0.25	0.4375	0.53125	0.46875	0.40625	0.25	Social
0.21875	0.71875	0.96875	1.0	0.875	0.6875	Psychology
0.4375	0.65625	0.34375	0.375	0.5625	0.90625	Physics
0.09375	0.78125	0.625	0.59375	0.125	0.0625	Psychology
0.375	0.75	0.71875	0.75	0.78125	0.4375	Criminal Justice and Psychology
0.0	0.0625	0.59375	0.75	0.125	0.09375	Psychology
0.4375	0.84375	0.28125	0.40625	0.5	0.625	Biology
0.5	0.5	0.15625	0.46875	0.59375	1.0	Economics
0.15625	0.875	0.40625	0.4375	0.03125	0.0	Political Science
0.03125	0.8125	0.625	0.4375	0.28125	0.25	PSYCHOLOGY
0.0625	0.40625	0.375	0.59375	0.15625	0.0	Psychology
0.25	0.5625	0.40625	0.6875	0.34375	0.28125	community health
0.0	0.1875	0.375	0.84375	0.0	0.28125	Counseling
0.03125	0.3125	0.53125	0.625	0.375	0.5	English
-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	Business Administration and Psychology 
0.3125	0.25	0.59375	0.28125	0.25	0.0625	english
0.21875	0.84375	0.40625	0.90625	0.8125	0.53125	social psychology
0.0	0.09375	0.90625	0.96875	0.71875	0.59375	Human Services and Media Communication
0.28125	0.8125	0.59375	0.3125	0.34375	0.15625	Psychology
0.71875	0.4375	0.59375	0.53125	0.75	0.1875	Criminal Justice
0.65625	0.90625	0.59375	0.9375	0.28125	0.53125	PSYCHOLOGY
0.03125	0.125	0.09375	0.6875	0.5	0.46875	business communication
0.0625	0.28125	0.15625	0.71875	0.3125	0.375	social sciences
0.1875	0.375	0.09375	0.65625	0.0	0.0	Psychology
0.09375	0.09375	0.0	0.59375	0.34375	0.125	psychology
0.0	0.1875	0.375	1.0	0.0	0.3125	Counseling
0.03125	0.5	0.5625	0.53125	0.46875	0.25	Management
0.0	0.0625	0.53125	0.21875	0.09375	0.0	History
0.1875	0.78125	0.15625	0.125	0.25	0.125	Electrical Engineering
0.28125	0.5	0.625	0.65625	0.53125	0.375	Business
0.53125	0.5	0.40625	0.375	0.59375	0.46875	computer science
0.46875	0.21875	0.375	0.9375	0.5	0.625	Human services
0.125	1.0	0.34375	0.75	0.125	0.28125	Forensic Psychology
0.0	0.46875	0.46875	0.6875	0.0625	0.03125	Psychology
0.03125	0.4375	0.34375	0.59375	0.15625	0.1875	psychology, philsophy
0.40625	0.78125	0.5	0.8125	0.3125	0.09375	psychology
0.0625	0.40625	0.34375	0.8125	0.34375	0.03125	Communications
0.53125	0.1875	0.15625	0.3125	0.40625	0.5625	Business
0.125	0.21875	0.1875	0.46875	0.1875	0.625	MBA, Project Management
0.0625	0.5	0.6875	0.65625	0.875	0.5625	Psychology
0.34375	0.46875	0.6875	0.84375	0.4375	0.46875	bachelor of elementary education major in con
0.4375	0.5625	0.375	0.25	0.1875	0.34375	Materials Engineering
0.0625	0.78125	0.84375	1.0	0.40625	0.375	education
0.40625	0.46875	0.40625	0.5	0.6875	0.53125	English
0.34375	0.46875	0.875	0.5625	0.5	0.15625	pharmacy
0.15625	0.1875	0.65625	0.65625	0.40625	0.34375	Marketing Analytics
0.0625	0.0	0.0	0.71875	0.28125	0.5625	Education 
0.03125	0.34375	0.4375	0.6875	0.09375	0.1875	Psychology, Counseling
0.1875	0.4375	0.15625	0.59375	0.28125	0.75	Business
0.28125	0.6875	0.46875	0.3125	0.25	0.3125	craft science
0.125	0.0	0.0	0.25	0.40625	0.0625	East Asian Studies
0.46875	1.0	0.4375	0.875	0.40625	0.25	PSYCHOLOGY 
0.40625	0.65625	0.4375	0.59375	0.28125	0.3125	International studies
0.3125	0.5625	0.84375	0.75	0.25	0.09375	chemistry
0.15625	0.34375	0.34375	0.3125	0.03125	0.0625	Art
0.3125	0.59375	0.59375	0.5	0.59375	0.59375	psychology
0.25	0.3125	0.46875	0.6875	0.375	0.5	law
0.03125	0.25	0.4375	0.5625	0.28125	0.625	Secondary Math Education
0.0625	0.75	0.75	0.84375	0.0625	0.0	Business
0.28125	0.1875	0.71875	0.84375	0.5625	0.375	accounting and finance
0.09375	0.40625	0.28125	0.625	0.21875	0.1875	Psychology
0.34375	0.125	0.34375	0.78125	0.5625	0.875	socio and HDFS
0.34375	0.3125	0.40625	0.6875	0.1875	0.09375	psychology
0.375	0.6875	0.65625	0.6875	0.25	0.4375	Scandinavian Area Studies
0.3125	0.53125	0.375	0.53125	0.375	0.5	psychology
-0.0625	0.375	0.03125	0.53125	0.1875	-0.03125	electronics/computers
0.03125	0.40625	0.46875	0.53125	0.1875	0.21875	speech-language pathology
0.21875	0.78125	0.75	0.6875	0.1875	0.09375	Psychology, Anthropology, Criminology
