major_category	major_preprocessed	major_original	R1	R2	R3	R4	R5	R6	R7	R8	I1	I2	I3	I4	I5	I6	I7	I8	A1	A2	A3	A4	A5	A6	A7	A8	S1	S2	S3	S4	S5	S6	S7	S8	E1	E2	E3	E4	E5	E6	E7	E8	C1	C2	C3	C4	C5	C6	C7	C8
	engineeg	engineeging	0	1	4	1	1	0	0	1	2	2	3	4	1	1	1	3	0	3	0	1	4	0	3	3	4	4	0	3	1	1	2	2	3	0	4	1	4	2	1	3	0	1	1	1	3	2	2	1
	engineerig	engineerig	3	0	0	4	0	3	0	2	4	0	0	3	0	4	0	2	4	4	0	4	4	4	4	3	4	0	4	4	4	4	4	4	0	0	4	0	4	0	0	0	0	3	4	4	4	4	2	3
	engineerign	ENGINEERIGN	0	0	0	3	0	4	2	2	2	2	0	3	4	0	2	0	0	0	0	0	2	0	3	0	4	0	0	3	3	4	4	0	3	0	3	0	3	3	3	4	0	0	0	0	4	4	0	0
	engineerimg	engineerimg	4	4	2	4	3	3	2	2	0	0	0	2	0	0	0	1	2	2	0	0	0	2	2	1	2	1	0	2	0	0	2	1	0	0	0	1	0	0	0	1	0	1	0	1	2	4	0	0
	engineerin	Engineerin	1	1	0	1	1	2	1	1	2	1	1	3	2	2	2	1	1	1	3	3	3	1	1	2	4	3	2	3	3	3	3	2	3	1	3	1	4	3	2	2	1	1	1	2	2	1	1	1
	engineerinf	engineerinf	2	1	2	1	3	2	0	0	3	2	1	1	2	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0
	engineeromg	engineeromg	2	0	4	3	0	0	3	0	2	3	4	4	4	4	4	4	0	0	1	1	3	3	1	1	0	4	1	0	1	0	2	3	1	2	0	0	3	2	2	2	0	4	4	1	4	4	2	3
	engineert	Engineerting	3	3	3	1	2	2	1	3	3	3	3	3	3	3	3	2	2	1	1	1	1	4	1	1	2	4	4	3	3	3	3	4	0	0	3	1	3	2	0	2	2	2	2	1	3	2	0	1
	enginer	Pre Enginerering	2	1	0	3	0	3	1	2	3	4	2	1	1	2	1	1	2	1	2	2	2	2	2	2	4	2	2	3	3	3	3	2	2	0	2	2	2	2	2	2	0	0	2	0	3	3	2	2
	enginir	enginiring	0	0	0	3	3	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0
	enginn system	enginnering of system	3	1	2	3	4	1	1	4	1	4	4	4	4	3	4	4	3	3	2	4	3	4	4	4	0	0	4	2	4	4	4	3	4	1	1	1	4	3	1	4	2	4	4	4	4	4	4	4
	englsh educ	Englsh, Education	2	1	0	3	0	3	2	1	4	4	3	3	4	3	4	3	1	2	1	0	3	2	2	3	1	3	2	2	2	1	4	3	0	0	0	1	3	0	0	3	2	2	0	2	2	2	0	2
	engneer	Engneering	2	1	3	3	3	3	4	4	3	1	0	1	1	0	3	0	0	4	2	0	0	0	1	0	1	2	0	1	0	0	0	0	0	2	2	2	0	2	2	0	4	2	4	2	4	4	4	4
	engneer	engneering	2	2	0	4	2	4	2	2	0	3	2	3	2	4	2	1	2	4	3	4	4	3	2	4	3	4	1	2	2	3	3	2	2	0	4	3	4	1	3	1	4	1	4	4	4	4	2	3
	engrr	ENGRR.	2	0	0	4	0	4	4	0	0	1	3	3	0	0	0	0	4	1	0	1	1	4	3	0	4	3	4	4	4	3	0	0	1	3	0	0	4	0	3	0	0	1	4	0	4	1	1	1
	enign	enigneering	0	0	0	4	0	4	2	2	3	2	2	4	2	2	2	4	3	2	2	2	2	4	3	2	4	2	0	3	3	3	3	2	2	0	0	0	3	0	0	3	0	0	4	0	4	4	0	0
	enlish communic	Enlish and Communications	1	0	0	2	0	1	1	1	2	4	4	1	3	4	2	0	1	2	2	2	3	3	2	4	1	2	1	1	2	1	1	2	2	1	3	1	4	2	2	2	0	0	1	1	1	1	1	1
	enolog	enology	1	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	2	1	3	2	1	3	2	2	2	3	1	3	1	2	1	2	3	3	4	1	3	2	1	3	2	3	3	4	2	3	3	4
	enolog viticultur	Enology and Viticulture	0	0	0	0	1	1	0	1	2	4	3	2	1	4	0	2	0	2	2	1	1	1	2	1	1	2	1	1	1	1	2	1	0	2	1	1	4	1	2	2	0	2	1	1	1	1	1	1
	enrin	enrineering	3	2	2	2	2	2	2	2	3	4	3	1	2	2	2	2	1	2	1	2	2	2	2	2	4	1	2	3	2	2	2	2	2	3	3	2	2	2	2	2	1	2	2	2	2	2	2	2
	enter	Did not enter university	2	2	3	2	1	1	2	0	1	2	3	2	3	1	1	1	1	1	4	2	1	3	4	0	2	2	3	1	1	3	2	3	3	3	4	0	2	3	4	1	1	1	2	0	0	1	1	0
	enter colleg	not yet entering college	0	1	0	0	0	0	0	0	3	0	0	0	3	0	3	0	4	4	2	4	3	4	3	3	2	4	3	1	2	1	4	1	1	3	4	3	4	4	1	1	2	1	1	2	2	4	3	0
	enterpreneurship	Enterpreneurship	4	1	1	1	0	2	0	1	3	2	2	4	2	2	2	2	4	3	4	4	4	4	4	3	3	4	3	4	3	4	4	3	1	2	2	3	2	4	4	3	2	2	2	3	2	4	4	3
	enterpris develop	Enterprise Development	3	3	3	3	2	4	1	4	4	4	4	4	3	4	3	4	4	3	4	4	4	4	4	3	3	3	2	4	1	2	4	3	1	0	3	3	3	1	3	2	2	1	3	3	4	2	2	3
	enterpruneur	enterpruneur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	1	0	0	3	0	0	0	0	0	4	3	4	4	0	0	0	0	0	0	0	0	0	0
	enterpur	enterpural	4	4	4	4	4	4	4	4	4	0	0	4	4	0	4	0	4	4	4	4	4	2	4	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
	entertain	entertainment	3	0	0	0	0	0	0	4	0	3	1	0	0	0	0	0	0	4	4	4	4	0	4	4	4	0	4	0	4	0	0	0	4	4	4	4	4	4	4	4	0	0	0	4	0	0	0	0
	entertain	Entertainment	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	3	1	3	4	3	2	2	3	1	0	0	0	0	0	0	1	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0
	entertain	entertainment 	2	1	2	2	2	2	3	1	1	1	1	1	1	1	1	3	3	2	4	4	2	3	1	2	3	0	2	1	2	2	2	1	2	2	3	2	3	2	2	3	2	2	3	3	2	1	3	3
	entertain	Entertainment	2	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	3	3	2	4	4	3	2	3	2	1	0	2	1	1	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0
	entertain industri	Entertainment Industry Studies	1	1	0	1	0	1	1	1	1	2	1	1	1	2	1	1	3	3	2	4	3	4	2	2	2	2	3	1	3	2	3	2	1	1	1	1	2	1	1	2	0	0	0	0	0	1	0	1
	enthusiast	Enthusiastic 	4	2	3	3	1	2	2	0	4	3	2	2	1	3	1	0	2	3	1	4	1	4	3	2	4	1	0	4	2	2	2	0	2	1	0	2	2	0	2	1	2	2	0	1	0	0	0	0
	entomolog	Entomology	2	1	0	0	0	0	1	0	3	4	4	1	4	3	4	1	0	1	3	3	3	1	0	3	3	3	1	1	1	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	2	2	0	0
	entp lol	Entp dont know lol. 	0	2	3	0	1	3	0	1	2	3	4	4	4	4	3	1	1	3	3	2	3	1	0	3	3	3	3	1	2	1	0	1	1	1	0	0	3	1	0	3	0	0	0	1	0	0	0	0
	entrepeneur	Entrepeneur	3	2	1	2	2	2	2	2	2	2	1	2	0	3	2	0	2	1	1	3	2	4	4	2	3	4	2	4	1	4	4	4	4	4	4	4	4	4	4	4	3	3	3	1	4	3	4	4
	entrepernuership	Entrepernuership 	3	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	3	2	3	3	2	4	4	2	2	3	1	2	1	1	1	2	1	2	1	0	3	0	3	1	2	1	0	3	0	2	0	0
	entrepreneur	Entrepreneur 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	entrepreneur	entrepreneur	0	2	2	2	2	0	0	2	4	3	3	3	3	2	2	2	0	0	2	0	2	0	0	3	3	3	1	3	2	4	4	3	2	0	0	0	3	0	0	1	0	1	0	0	0	0	0	3
	entrepreneur	Entrepreneur	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	4	0	4	4	3	0	2	4	0	0	0	3	3	2	0	4	2	2	0	4	0	4	0	0	4	0	2	0	0	0	0
	entrepreneur	Entrepreneurer	3	0	0	1	2	1	0	0	4	0	0	3	2	3	3	0	4	3	3	4	4	3	0	3	4	4	4	4	4	4	4	4	0	0	4	2	1	2	4	3	2	0	1	0	1	2	1	1
	entrepreneur	Entrepreneur	4	0	0	0	4	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	2	0	2	2	2	2	0	3	3	4	4	4	4	4	4	4	0	2	0	0	1	2	2	3
	entrepreneur	Entrepreneur	0	0	0	0	1	0	0	1	3	1	2	2	2	3	3	4	1	0	3	3	0	0	0	4	2	3	2	1	3	0	0	2	2	1	2	1	4	3	4	1	1	1	1	1	2	0	3	0
	entrepreneur	Entrepreneur	2	1	0	1	3	1	3	1	3	0	1	1	1	0	0	0	2	2	3	2	1	3	1	2	2	3	1	3	2	3	3	3	4	3	4	4	3	3	3	4	4	1	4	3	3	1	3	2
	entrepreneuri	Entrepreneurial Studies	0	3	0	0	0	0	1	1	2	4	4	0	3	4	2	1	1	4	4	3	4	4	2	4	0	3	0	0	0	1	2	0	3	3	4	4	3	4	1	4	2	3	2	2	3	2	1	3
	entrepreneuri	Entrepreneurial Studies	2	1	0	0	1	1	0	1	3	3	0	0	0	0	0	0	0	3	0	3	4	3	3	2	4	4	3	0	3	2	4	2	4	2	4	4	4	4	4	4	4	1	3	4	0	1	4	2
	entrepreneurship	entrepreneurship	1	1	1	2	1	2	3	1	3	2	4	3	4	2	3	3	2	3	4	1	4	2	1	3	2	4	2	2	2	3	3	1	0	1	3	4	4	2	0	2	0	0	0	0	2	2	0	0
	entrepreneurship	Entrepreneurship	1	3	3	3	0	3	3	3	2	2	1	1	1	3	1	4	3	2	4	3	4	4	2	2	4	3	4	2	3	1	4	3	1	1	1	2	1	1	0	2	0	2	3	1	1	2	0	1
	entrepreneurship	Entrepreneurship	4	4	0	4	4	1	1	4	4	4	4	4	4	4	4	1	4	4	4	4	4	4	4	4	4	4	1	4	4	4	4	4	4	4	4	4	4	4	1	4	4	0	4	4	4	4	1	4
	entrepreneurship	Entrepreneurship 	3	0	1	0	0	0	1	1	3	3	2	2	2	2	3	2	1	1	2	2	1	4	1	2	2	3	1	2	2	4	3	2	2	3	3	2	4	4	1	3	3	3	3	3	3	3	2	3
	entrepreneurship	Entrepreneurship	4	4	0	2	0	0	0	2	2	2	3	0	0	0	0	2	2	0	0	0	2	2	0	1	4	0	2	3	2	1	2	1	2	0	0	0	4	0	3	0	0	0	0	0	3	1	0	0
	entrepreneurship	entrepreneurship	3	2	2	3	4	2	2	2	3	4	4	3	4	4	3	3	3	3	4	4	4	4	4	4	4	4	3	4	4	4	4	4	2	4	2	4	4	4	2	4	1	2	4	4	2	2	2	3
	entrepreneurship	Entrepreneurship	3	0	3	4	3	0	3	2	3	1	0	3	3	1	3	1	1	0	1	2	0	1	2	0	3	2	1	3	3	0	2	0	1	2	3	2	4	2	4	0	1	2	2	4	4	1	3	3
	entrepreneurship	Entrepreneurship	3	0	3	0	4	1	3	1	1	1	1	1	1	3	1	3	3	4	4	4	4	2	4	4	3	4	3	4	3	3	3	4	3	2	2	3	2	3	4	4	0	0	0	2	1	1	1	1
	entrepreneurship	Entrepreneurship	2	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	1	1	2	3	1	2	3	1	3	1	2	3	2	2	1	1	3	2	2	1	3	2	2	2	2	2	3	1	3	2	2	1
	entrepreneurship	entrepreneurship	4	1	0	2	0	2	2	0	3	4	4	3	3	1	2	2	1	0	4	0	0	0	2	1	3	3	4	3	4	0	1	3	0	2	0	1	2	4	3	1	0	1	0	0	2	3	1	1
	entrepreneurship	entrepreneurship 	4	1	0	2	1	1	4	1	0	0	0	0	0	0	0	0	0	2	2	2	3	2	2	0	3	1	2	1	1	1	2	3	4	4	3	2	2	3	3	3	2	1	4	2	0	3	2	3
	entrepreneurship	Entrepreneurship	4	0	0	4	3	0	4	0	0	4	1	2	3	4	4	0	0	0	3	0	0	0	0	0	1	2	0	1	0	1	2	4	0	3	2	0	1	2	1	4	0	4	4	0	4	4	2	4
	entrepreneurship	ENTREPRENEURSHIP	4	1	4	0	1	1	1	2	4	4	4	4	2	4	1	3	4	4	3	4	3	4	4	3	4	4	4	4	4	4	2	3	2	3	3	4	3	2	3	4	2	1	2	2	3	1	3	2
	entrepreneurship	entrepreneurship 	1	0	0	3	0	0	1	0	1	4	3	2	1	2	0	1	4	3	4	4	4	4	1	4	1	3	1	4	2	4	4	2	4	4	3	4	4	4	2	3	4	4	3	2	3	2	2	3
	entrepreneurship	Entrepreneurship	0	0	0	3	0	3	1	0	2	3	3	0	0	2	0	0	0	0	3	0	0	2	4	3	0	3	0	4	0	0	0	2	2	1	3	0	2	2	2	2	2	1	2	1	2	2	2	2
	entrepreneurship	Entrepreneurship	3	2	0	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	3	1	1	1	1	1	1	2	2	2	1	2	3	3	2	1	3	4	1	2	3	2	2
	entrepreneurship	Entrepreneurship	2	3	0	2	0	3	1	3	3	1	1	1	1	2	1	1	0	3	4	1	3	0	2	4	4	4	2	3	2	3	2	4	1	2	3	2	3	3	3	4	3	3	3	2	2	3	2	3
	entrepreneurship	Entrepreneurship	3	3	3	0	3	1	0	3	3	4	1	1	1	3	2	0	3	4	2	2	2	3	4	2	4	4	3	4	3	3	4	1	4	4	2	3	0	1	0	4	1	2	1	1	1	3	1	1
	entrepreneurship	Entrepreneurship	0	0	0	0	0	3	0	0	3	1	0	2	0	0	0	0	0	3	0	1	4	4	0	0	3	4	1	0	3	3	4	2	0	0	3	0	0	0	3	2	1	1	2	3	0	2	0	0
	entrepreneurship	Entrepreneurship	2	0	0	0	1	0	0	0	3	3	3	2	3	3	3	4	1	3	2	2	2	2	0	4	1	3	1	0	3	0	0	2	0	2	2	3	4	2	4	0	0	0	1	2	2	2	4	2
	entrepreneurship	Entrepreneurship	2	0	2	3	2	2	2	0	4	3	4	2	4	3	3	2	0	4	4	3	4	3	2	4	3	2	0	2	3	1	2	1	4	1	2	1	1	2	2	2	0	0	1	0	2	3	0	0
	entrepreneurship	Entrepreneurship	1	0	0	1	0	1	0	1	2	2	1	2	0	1	0	0	4	0	3	3	3	3	3	2	4	4	4	4	4	2	4	2	3	2	3	2	3	2	3	1	1	2	2	3	3	3	4	3
	entrepreneurship	eNTREPRENEURSHIP	4	2	1	4	0	3	2	3	3	2	3	4	3	2	1	2	0	4	1	2	2	2	0	2	4	3	3	4	4	3	4	4	4	2	4	0	4	2	4	3	3	4	4	2	3	3	4	2
	entrepreneurship	Entrepreneurship	0	1	1	1	0	1	0	0	3	3	3	4	4	3	2	3	4	3	3	4	4	4	3	3	2	2	2	4	3	1	2	2	4	0	4	3	2	2	3	2	0	0	0	0	1	0	0	0
	entrepreneurship	Entrepreneurship	0	0	0	1	0	0	0	0	1	2	1	0	1	3	1	3	3	4	1	4	4	4	1	3	4	1	4	1	4	3	2	1	0	1	1	1	2	1	0	1	2	2	1	3	2	2	3	2
	entrepreneurship	Entrepreneurship	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	1	4	1	0	2	0	1	2	3	0	3	3	3	0	0	0	0	0	0	0	0	0
	entrepreneurship	entrepreneurship	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	3	4	3	2	4	4	2	2	4	4	4	0	4	2	4	4	4	3	4	1	4	4	3	2	3	2	1	0	0	0	1	1
	entrepreneurship	entrepreneurship 	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	4	3	0	4	3	3	4	3	1	3	3	4	3	3	3
	entrepreneurship	entrepreneurship	4	0	0	0	0	0	0	1	4	4	4	4	4	4	3	4	3	4	4	4	3	3	3	3	3	4	3	2	3	2	4	3	1	0	0	3	2	1	0	0	0	1	1	0	1	0	0	1
	entrepreneurship	entrepreneurship  	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	4	3	0	4	0	4	4	3	2	3	3	3	3	3	4
	entrepreneurship	Entrepreneurship	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	1	2	3	1	2	0	2	0	1	0	0	1	0	0	0	0
	entrepreneurship	Entrepreneurship	0	0	4	0	0	0	0	0	4	4	4	4	4	4	4	4	0	0	4	4	4	4	4	0	4	4	0	0	4	4	0	0	0	0	4	0	4	4	4	4	0	0	0	4	0	0	4	0
	entrepreneurship	Entrepreneurship	1	3	0	3	0	3	0	3	3	4	3	3	3	4	4	3	1	0	2	3	1	2	1	3	3	3	2	1	3	2	2	3	3	0	2	2	3	1	1	1	2	2	1	1	2	2	1	1
	entrepreneurship	Entrepreneurship	0	1	0	0	0	1	0	0	3	4	3	3	2	3	0	1	1	2	3	2	2	1	1	3	4	4	3	3	4	2	3	2	3	2	4	1	3	1	3	1	0	0	0	1	0	0	0	0
	entrepreneurship	Entrepreneurship	2	0	2	1	2	0	0	0	2	4	3	0	0	3	2	2	3	3	4	3	2	4	3	2	3	4	3	4	4	4	3	3	4	3	3	4	3	4	2	3	1	2	2	2	0	0	1	2
	entrepreneurship	Entrepreneurship	3	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	0	1	3	2	0	1	1	3	2	2	1	1	1	1	1	0	2	3	0	2	2	4	3	0	2	1	1	1	2	2	1	3
	entrepreneurship tourism	Entrepreneurship and tourism	2	2	1	1	0	2	2	1	4	3	1	1	0	2	1	2	2	4	4	2	4	3	0	4	4	4	3	4	4	4	4	4	2	2	4	4	2	4	4	4	2	2	4	4	2	2	4	2
	entreprenu	entreprenuer	2	2	1	3	3	3	2	1	2	3	1	1	1	3	1	3	1	3	3	4	2	4	2	2	1	4	1	1	2	4	4	1	3	2	3	2	3	4	3	4	3	2	2	2	1	2	1	2
	entreprenuership	Entreprenuership 	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	2	4	2	3	3	2	3	3	4	4	4	3	4	3	3	3	3	4	4	2	3	3	2	3	4	4	4	0	4	2	4	3
	entreprenuership	Entreprenuership	2	3	2	2	2	2	2	2	3	4	4	2	2	3	2	2	3	4	2	3	4	2	4	3	3	3	2	2	3	3	2	3	2	2	3	2	4	2	2	4	2	3	1	2	1	2	2	2
	entreprenuership ict	Diploma entreprenuership and ICT	2	2	0	4	2	2	2	2	2	2	4	2	2	4	4	4	4	2	4	2	2	4	4	4	4	4	4	4	4	4	4	4	2	2	4	4	4	4	4	4	2	4	4	4	4	4	4	4
	entreupenur	entreupenur 	2	0	0	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	4	1	0	3	0	0	1	0	4	3	3	0	4	3	4	4	4	1	1	3	4	3	3	4
	envi	envi studies	0	1	0	1	0	1	0	0	3	3	4	2	4	3	1	3	1	2	2	2	4	2	1	2	3	4	2	1	4	3	2	1	0	0	1	0	2	1	0	0	1	0	1	0	2	1	0	0
	enviei mentira engin	enviei mentira engineering	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2
	enviornment	Enviornmental Studies	1	0	0	0	0	0	1	0	1	4	4	1	4	4	2	3	0	0	0	0	0	0	1	0	2	3	2	2	1	1	1	2	2	1	1	0	2	0	1	0	1	0	0	0	0	2	0	0
	enviornment health	enviornmental health	2	0	0	0	0	0	0	0	4	3	2	1	3	3	2	0	0	2	2	0	2	2	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
	envireo	Envireoment	0	0	0	0	2	1	2	0	4	4	2	2	3	3	3	0	2	2	2	2	4	2	3	0	2	2	2	4	4	3	2	3	0	1	2	2	1	2	2	2	2	1	2	2	1	2	2	2
	enviro	Enviroment	4	0	3	0	0	1	1	1	2	2	4	2	3	2	2	2	0	0	3	0	0	1	0	0	0	3	0	3	1	0	1	1	0	0	1	2	2	0	0	0	1	2	1	2	0	1	2	2
	enviroment	enviromental	2	1	0	0	0	0	0	1	4	4	4	0	0	0	0	0	4	0	1	0	0	0	0	0	4	1	0	2	0	4	3	0	0	0	3	4	0	2	3	0	2	0	2	2	0	0	2	0
	enviroment	Enviromental	1	0	0	0	0	0	0	0	2	3	4	3	3	2	2	2	0	0	0	0	1	0	1	2	1	3	2	2	4	3	2	4	1	2	0	1	2	4	1	0	1	0	0	0	0	0	0	1
	environ	environment	2	1	0	2	1	2	1	2	3	4	3	2	3	3	3	2	1	2	3	2	3	3	3	3	1	3	2	3	3	1	1	1	2	0	3	2	3	1	1	3	3	1	2	2	2	1	3	2
	environ	environment	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	2	4	2	3	4	2	3	3	2	2	1	3	0	0	1	0	1	0	0	0	0	1	3	3	0	0	0	0	0	0	0	0
	environ	Environment studies	0	3	0	0	0	3	0	0	3	2	3	0	1	4	0	3	2	3	4	3	4	4	4	3	3	4	2	2	1	3	3	2	0	0	3	2	3	1	1	2	0	0	0	0	0	0	0	0
	environ	environment	3	0	0	1	0	1	3	0	2	0	1	1	1	0	1	1	0	4	1	0	1	2	0	3	3	1	3	4	3	1	1	3	0	4	2	0	3	2	2	2	2	3	4	4	2	0	4	4
	environ	environment	3	1	1	1	1	2	0	1	3	3	2	1	0	4	1	3	1	3	3	2	2	3	0	2	4	2	1	1	4	2	3	1	3	3	3	2	3	4	0	2	0	0	2	0	1	1	1	1
	environ	Environment	2	0	0	0	0	0	0	0	0	4	2	2	0	2	0	0	2	4	4	4	2	2	0	2	2	4	2	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
	environ	environment	0	0	0	0	0	0	0	0	3	3	4	0	3	4	0	3	0	3	4	3	3	3	3	2	2	4	2	3	2	2	2	3	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0
	environ	environment	1	0	0	0	0	0	0	0	3	1	1	0	2	2	0	2	2	2	2	3	3	3	1	2	1	0	0	0	0	0	0	0	1	0	1	1	2	0	0	3	0	0	0	0	0	0	0	0
	environ	Environment	2	3	4	3	1	1	0	1	4	4	4	4	4	3	3	2	4	4	4	4	4	4	4	4	4	4	3	4	3	3	3	4	3	3	3	3	2	2	4	4	1	3	3	1	3	3	2	4
	environ	Environment	3	3	1	2	1	3	2	3	3	3	4	3	3	4	3	4	2	3	0	2	3	4	2	3	2	4	2	2	2	3	3	1	0	2	2	1	3	2	0	1	1	2	1	1	3	2	0	1
	environ	Environment	1	3	2	3	2	3	1	3	2	3	2	3	3	3	1	2	3	3	1	3	3	3	3	1	4	3	3	4	4	3	4	3	1	2	2	2	2	2	2	2	1	3	2	2	1	3	3	2
	environ	Environment	2	3	3	2	0	3	1	3	3	3	3	4	3	3	3	4	1	1	2	3	2	4	3	2	3	3	1	3	3	3	3	3	0	1	0	0	1	1	0	2	0	1	1	0	1	3	1	0
	environ	Environment	3	3	3	3	1	3	3	1	4	3	4	3	4	4	4	3	1	2	3	4	4	1	3	2	4	4	3	2	3	2	3	3	2	2	2	1	1	1	1	4	4	3	3	1	2	3	1	2
	environ	environment	0	0	0	0	0	0	0	2	2	4	0	0	4	0	2	0	4	4	0	2	4	2	0	2	4	4	4	4	4	4	4	4	4	2	4	4	4	4	2	4	4	2	0	4	2	2	2	0
	environ	environment	3	2	2	3	1	4	3	1	4	3	3	2	2	3	3	3	1	2	4	3	2	3	4	3	2	2	0	3	0	1	2	1	1	1	3	1	1	1	2	2	1	1	1	1	1	1	1	1
	environ	Environment 	0	2	0	0	0	2	0	2	3	4	4	3	2	3	2	3	3	3	4	4	4	4	3	4	4	4	4	3	4	2	4	4	0	0	1	1	0	0	1	2	0	0	0	1	0	0	0	0
	environ	Environment	0	3	0	2	0	2	1	2	2	2	3	1	4	2	2	3	3	4	3	1	3	2	4	4	3	4	2	3	2	3	2	1	0	0	3	2	3	1	0	2	0	0	0	0	0	0	0	0
	environ	Environment	1	0	0	0	0	0	0	0	0	1	1	3	0	1	0	1	0	0	0	0	0	2	0	0	1	4	4	2	3	2	2	1	1	2	3	3	2	2	1	2	2	2	0	3	3	0	2	3
	environ develop	Environment and Development	3	1	0	1	1	1	1	1	2	0	0	0	1	0	0	1	0	0	3	2	3	3	1	1	3	4	3	1	3	3	1	1	0	3	2	1	3	3	1	1	2	2	2	3	3	3	2	2
	environ develop	Environment and Development	2	1	0	2	1	2	1	1	3	4	4	2	4	4	2	3	0	2	3	1	4	1	4	2	2	3	3	4	2	3	2	2	2	2	2	1	3	2	1	3	1	1	1	1	2	1	1	1
	environment	Environmental Studies	2	2	2	3	1	1	2	1	1	4	4	2	3	4	3	3	1	2	2	3	2	2	3	2	2	2	1	4	2	1	1	1	0	2	0	0	2	1	0	2	2	2	3	2	3	3	2	2
	environment	Environmental studies	0	0	0	0	0	0	0	0	1	2	2	0	2	3	3	3	1	1	0	3	4	3	0	0	3	4	1	0	3	0	0	0	0	0	0	0	1	0	0	3	1	0	2	2	1	3	1	0
	environment	Environmental studies	4	3	0	4	4	4	4	3	4	4	4	4	4	3	3	3	4	4	3	3	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	2	0	4	4	4	3	3	3	4	3	4	3	4
	environment	Environmental studies 	1	2	3	3	2	2	2	2	3	4	3	3	3	4	3	4	1	0	2	3	2	3	4	2	3	3	3	4	3	1	2	2	0	0	1	1	3	1	1	1	0	2	1	1	1	0	0	1
	environment	Environmental Studies	2	2	0	1	1	1	1	3	2	2	0	2	3	2	2	3	3	1	3	3	4	4	3	2	3	3	1	2	2	2	2	1	1	0	2	0	3	3	1	1	2	2	1	1	3	3	1	1
	environment	Environmental Studies	0	1	2	0	0	0	0	0	4	4	4	3	4	3	3	3	1	1	3	3	2	3	1	2	3	4	4	1	4	4	3	3	2	0	2	2	3	2	3	3	2	2	2	3	4	2	2	2
	environment	Environmental studies	4	0	0	0	0	1	2	1	4	4	2	3	3	2	2	1	2	2	2	3	3	3	2	3	3	4	4	3	3	0	0	4	1	4	1	3	2	4	3	0	1	3	3	3	3	3	3	3
	environment	Environmental Studies 	3	1	1	2	0	2	0	0	3	3	4	4	3	3	3	4	1	0	4	3	1	1	2	3	4	2	2	4	4	3	4	2	2	0	1	1	2	2	2	1	2	0	3	2	3	1	1	2
	environment	Environmental 	3	1	2	2	0	2	1	0	4	3	4	4	4	4	4	0	4	4	1	3	3	4	3	0	4	4	4	4	4	3	4	4	3	2	2	2	2	0	0	2	0	0	0	0	2	1	1	2
	environment	Environmental	1	3	3	3	0	3	2	2	3	3	3	4	3	4	3	3	2	2	2	2	3	2	2	3	2	2	0	3	1	3	2	1	4	1	4	2	4	2	3	2	0	0	0	0	1	3	1	0
